2.6420214,-0.6710135,-0.36697918,-2.4888573,-2.6929245,4.6166553,-2.321345,-0.73551846,-7.139501,-1.7362583,-2.674283,-7.9945173,-4.0335917,-0.14701897,-6.1467776,-1.405782,-1.4997524,-3.0832808,-5.1162686,7.8510447
2.619669,2.4795275,-6.793344,-13.7849045,-9.703016,-1.4322933,-8.723483,7.313065,8.269664,-3.4181292,1.1461567,-13.418285,-4.82406,3.5979674,3.6906283,-8.945699,-9.420184,-7.6163754,0.098091684,-6.131366
-3.4178622,-2.666598,-0.7682043,-0.18288754,0.4914823,2.093866,0.40832242,-4.712796,-1.9095184,-2.6200442,-2.4079905,-6.213121,-1.6409638,-11.73542,-13.234208,-9.931163,-4.5200477,-4.1260886,-9.191038,-6.552421
-3.3144217,6.0299,2.00517,-4.2479153,-10.09138,-4.5055184,0.4373056,-8.060946,-5.538279,-8.615675,-11.188541,7.099415,-3.4048362,-5.1814995,-7.595756,-12.36965,10.207453,-2.012503,-1.8010066,-9.711361
-3.5010326,-2.1405332,-2.0340414,4.360411,-4.5946603,-2.1304586,4.8796906,-2.5051982,2.9002688,-4.1061625,-2.9639373,-2.1106453,-0.62713253,8.196953,-7.7145653,-1.2716166,9.212228,-4.678896,3.953469,-3.4568982
0.5090144,-0.54873717,3.4844794,0.024334263,-1.293301,-1.8455096,-1.9947753,0.93136686,0.11143482,-1.8605312,-5.638921,-8.348547,-5.6535306,-0.72831357,0.22912088,0.6437852,5.478709,-3.4020083,-16.226654,-9.347543
-2.5337076,-0.7025167,1.3229842,-1.6200165,1.8592644,12.688044,-4.611061,-1.809562,-1.1758306,-8.319531,-9.413692,-3.7256901,-2.71009,1.0237248,-1.8111296,-12.882501,-17.213858,-5.113229,-17.09452,-10.258416
-1.5256262,0.3039522,-0.11789534,-0.92222285,4.7163954,-2.1961,-2.9649956,0.54286146,8.701687,2.0543346,-5.74837,-5.980414,-6.260782,-2.4281218,-4.532241,-2.869232,0.96565515,4.8667126,-3.8743029,-8.591471
-0.21662131,1.6067398,2.2204626,1.6809628,-4.0382047,-3.519672,-1.0800444,-0.7048688,-3.7174804,3.0150414,3.441853,3.9079807,-2.5845435,-0.7852946,11.183402,-0.9348032,1.8508145,-0.7975343,-5.9884486,0.45567894
0.6312444,-4.7585573,-13.934281,-18.072004,-12.30712,-12.998317,-10.345269,-9.502748,-7.6930404,-10.680554,-11.835933,-0.4674731,-6.9089665,0.74157476,-9.485067,3.2972202,-1.2226741,1.028302,-6.1208873,-1.8858719
0.23540403,0.98139054,2.1008148,-0.6847619,0.12289883,-2.04365,-0.21224779,0.07761289,-1.5473108,-3.928795,0.77676827,-4.737867,-4.8652368,0.21251926,-11.062491,1.7087226,-2.661691,8.85456,-0.079098344,-8.913325
-9.474936,-4.8787217,2.4573455,-0.86084443,-10.374774,-3.54205,-3.0106514,3.0448065,-4.595381,3.6079745,3.6521702,2.912307,4.32359,2.914844,-5.1852727,-5.1883945,-1.1336774,3.8271942,8.317585,2.4999983
-2.1013138,1.1951516,-1.3293884,-1.0037755,2.8966227,1.6368362,-1.7230414,1.2707049,-2.047116,-5.0155835,-6.4154897,-4.260313,-1.7383953,-9.685466,-4.642749,-1.9823353,-10.19047,7.4380836,-5.411979,-8.774916
-0.21035984,-0.38518423,-2.2208614,-2.555044,-5.9586024,-4.628917,-1.0362163,-4.9152575,-14.84895,7.1180153,6.785979,-5.1979833,7.369053,-7.107217,8.123739,4.96652,-9.774069,-5.743767,-9.313146,-5.466302
-1.0218289,1.1451193,-1.6874354,0.8602671,-0.06863537,1.9744163,-0.7549904,-7.029706,-10.13293,-2.6141446,-5.989219,0.4119367,-2.2412393,-2.5294242,-4.7539163,0.0055241873,-12.500799,-2.8570912,-5.398289,-2.680076
-0.8657567,-1.2011199,-0.055845562,2.5598435,-2.0993958,-0.55300903,0.91689104,-3.0710504,-5.7889166,-0.39663887,-4.5391765,-8.819032,0.9031045,4.972142,-7.89408,5.5427856,-15.471825,6.8100896,-5.2628427,1.1403311
-2.5141907,0.8718887,-3.6191254,-1.8558332,10.418441,0.07442074,-5.5253844,-5.036001,-9.02638,6.80164,0.5132378,-5.1783624,0.012162824,8.943833,-6.031645,1.8056557,-14.016065,-7.508731,-1.0017236,-8.041411
-1.6414242,-0.30862096,0.28271312,1.0523686,3.112243,0.6346142,-0.65169245,-0.93757373,-3.0833719,-9.015229,-0.92073274,-4.616817,-1.014464,-2.3080208,-3.1671262,-5.8211985,-12.488777,-1.4417632,-10.705776,1.9826531
-0.987054,-1.1642962,0.820605,0.4432709,7.010026,-3.6783574,6.5006747,-0.08848819,-4.7045054,1.5822364,-3.624131,-7.081266,-3.2765746,-3.6115932,8.520674,-4.936166,-10.575306,-3.7932875,-10.25405,-1.3092343
-0.19269894,-0.33140257,1.8284221,-0.9762621,-6.246872,-8.04898,-4.3229203,0.83529127,0.5200494,9.19398,-0.7306774,-4.1921687,-1.6577209,2.664769,2.8742118,-0.0066696666,-4.8540277,-4.0028405,-4.1156473,-6.0058002
1.1536357,-2.5717378,-0.62954706,3.9701216,2.3962588,-0.62752664,-2.5535786,-2.099781,-5.8498244,-11.116951,-11.316898,-5.329294,-3.8102965,-11.345131,-4.1795144,-9.632247,-15.726937,-6.626308,-15.780199,-10.262133
1.2881399,0.11125811,-2.3923218,0.6735734,-1.2456354,0.6760544,-4.282838,0.16197783,-4.9120374,2.0605369,-8.682315,-0.78024995,-3.3724823,-7.197235,-6.671992,-1.1650251,-2.9267135,-6.5197167,6.5785456,-5.811632
-1.272557,0.5685357,0.4245884,2.9168115,-3.7414622,-2.5358784,-2.837685,-0.9444447,-4.5459642,-0.91620785,11.789024,2.2455156,-1.0456144,-4.0104017,-0.92837816,-2.704651,-7.9724936,-6.8630395,7.5443487,0.8860369
0.48952588,-0.39399952,2.1621008,-4.089695,8.274923,-6.081122,6.012355,-1.5094309,-1.839094,-4.92501,9.801372,6.6507473,-10.258359,-5.7641973,-5.113725,-5.611714,-6.065225,-6.391123,-7.235433,5.9813075
-1.8975779,0.83879095,0.69859475,0.8756416,-1.2162701,3.5345979,1.4475555,-4.372905,1.260814,0.8005953,-6.480345,0.055122048,2.1743016,-7.575666,-5.7354655,-7.7230697,-17.903507,-4.431345,-16.31157,-1.7992102
-1.3214538,-4.4027686,6.466326,-4.0612874,5.3164926,0.81846464,-1.146718,1.0633458,-1.7801967,-3.3722124,-2.446014,-6.5316586,4.3803487,-9.658381,-7.116125,-3.1331167,-5.984879,-1.026835,-4.182965,-5.545033
-1.6284581,-0.34062204,-0.29850632,1.6302837,-5.6875567,-1.9164624,2.7928536,-4.9367065,-2.0997636,-6.273711,-5.5375323,-8.541427,-1.9353632,2.6755648,9.552465,-10.112479,-2.8516326,1.19221,-0.5133202,-1.5963825
0.3892108,-0.5427168,0.5041472,4.181629,0.018514672,-3.0061097,-0.9794087,-0.01570358,-4.143705,3.128815,-0.14756528,-1.6700124,-3.7182474,-3.1010578,0.122414194,1.6790943,-1.2699403,-0.67765784,3.9300058,-4.6177225
-0.10840708,-2.8521526,-0.9124863,-2.6216185,-7.5211987,-0.97989047,8.349269,0.18122667,-3.7395914,-3.423485,-3.79262,-5.374689,2.6853187,-1.2702113,8.127125,-6.8887124,-8.19506,-3.132381,4.3553843,-6.3785014
0.81741196,-0.55087847,-9.447148,0.14760175,-6.4405475,-5.824077,5.3116684,5.3040066,-0.12773176,-2.1007807,-6.048732,-5.2511992,8.255202,-6.0435953,-8.56502,-10.647753,-11.452126,-11.796148,-14.330227,-15.880436
-2.818387,2.1050177,-1.5023018,0.47606552,-0.08257982,1.5223128,-2.6778238,3.7302642,-3.1103134,-4.326479,-9.066538,-8.725833,-3.1712277,-3.9951434,-11.151734,-5.00695,-9.931913,-0.4623929,-10.867728,-8.363216
-0.7994208,0.2955586,1.4391092,-0.09755546,0.8751719,-4.3724403,-2.4052572,3.6721857,0.31253684,1.3785092,0.9570339,-0.49524105,4.9714203,-3.1660175,-2.4331667,-5.3588915,-9.222073,-3.7740269,-7.7572412,-7.458715
-2.646377,3.4847991,2.491635,-0.9455858,-2.629883,1.9400693,-3.3637831,-8.623759,-8.0627,-8.697158,-17.924774,-9.918817,-4.9319324,-6.629602,-3.6867568,-8.157867,-15.816366,-3.8996828,-21.264975,-22.234808
-2.0477252,0.8068538,-0.9718383,0.921776,0.49011427,-1.3109269,0.60423726,-2.013258,-0.6345624,-8.653214,-5.2308264,1.2535954,6.8275375,-1.133261,-10.681493,-2.3165858,-10.479178,-2.4457939,-8.336415,-10.600242
-0.6482369,0.53490424,0.7950616,-2.6566017,-6.827059,-8.404505,-0.45397067,-1.4348282,-9.516688,2.0933406,-1.8974099,4.9113193,-1.79303,-0.99750525,-1.1443957,6.5553184,-0.3045919,-0.99749714,-2.8750098,-0.58915704
-1.164632,1.3990998,5.062995,-0.8147353,-5.9148374,6.6771293,-3.706702,-4.1563787,4.827321,5.662032,-2.4077418,0.92158824,2.560775,-2.3648083,-7.220164,-1.4893969,-12.876809,-6.413784,-18.310677,-9.56244
-0.19712949,1.6987257,-0.094720915,-1.1379931,-5.206341,-3.614832,-2.6377716,-0.7305956,-8.682182,6.8383837,-2.8850389,-7.183241,-10.325696,0.44529486,-7.4349504,0.9548533,-1.3437194,-4.503123,7.726706,11.071113
-0.04427911,-0.13422814,-0.9743494,3.1161997,-2.558079,-9.119625,-3.920089,-1.2364136,3.7079768,4.7010093,-4.148301,-5.0591407,-3.194445,1.0832521,-4.3705106,2.2052946,-5.0953484,-6.213254,-1.6160443,-4.1530805
-0.7194262,0.6189106,1.6210474,3.035999,4.3255153,1.0582145,-2.5079856,-2.431103,-1.7310888,7.665191,-5.496242,-1.0979716,-3.6546812,0.14099422,-6.249263,-4.474567,-13.659367,-8.350199,-10.179341,-2.365028
6.119335,-2.7592099,4.6432643,-1.7410853,-5.347515,1.492156,-2.4474225,-4.1117015,-7.68904,-6.247618,-9.359145,-11.652518,-9.009594,-5.93309,-9.05387,4.8562865,-7.352642,-8.660152,-10.163316,2.4041872
0.18442704,0.21841204,-7.240019,-6.2265296,-3.6467772,-5.8884506,8.452596,0.57538086,-6.8025618,3.6172225,-3.2910032,-10.5098,-5.9047923,-9.103059,-1.9737998,1.652404,-5.905451,-8.600606,6.4665666,-8.706836
